adx_thresh,vol_mult,session_end,adx_slope_bars,di_spread_min,pb_pct,tp_mult,sl_mult,trades,wr,pf,net_pct,final_eq
12,0.5,12,0,0,0.15,2.0,1.5,6,66.7,1.344,0.96,10096.13
12,0.5,12,0,0,0.15,2.0,2.0,5,80.0,2.153,1.52,10152.07
12,0.5,12,0,0,0.15,2.5,1.5,6,66.7,1.821,2.3,10230.14
12,0.5,12,0,0,0.15,2.5,2.0,5,80.0,2.916,2.53,10253.25
12,0.5,12,0,0,0.15,3.0,1.5,6,66.7,2.047,2.95,10294.71
12,0.5,12,0,0,0.15,3.0,2.0,5,80.0,3.278,3.02,10301.93
12,0.5,12,0,0,0.2,2.0,1.5,6,66.7,1.344,0.96,10096.13
12,0.5,12,0,0,0.2,2.0,2.0,5,80.0,2.153,1.52,10152.07
12,0.5,12,0,0,0.2,2.5,1.5,6,66.7,1.821,2.3,10230.14
12,0.5,12,0,0,0.2,2.5,2.0,5,80.0,2.916,2.53,10253.25
12,0.5,12,0,0,0.2,3.0,1.5,6,66.7,2.047,2.95,10294.71
12,0.5,12,0,0,0.2,3.0,2.0,5,80.0,3.278,3.02,10301.93
12,0.5,12,0,0,0.3,2.0,1.5,8,75.0,2.126,3.15,10314.84
12,0.5,12,0,0,0.3,2.0,2.0,7,85.7,3.402,3.17,10316.79
12,0.5,12,0,0,0.3,2.5,1.5,8,75.0,2.857,5.21,10520.8
12,0.5,12,0,0,0.3,2.5,2.0,7,85.7,4.565,4.71,10471.36
12,0.5,12,0,0,0.3,3.0,1.5,8,75.0,3.335,6.57,10656.93
12,0.5,12,0,0,0.3,3.0,2.0,7,85.7,5.325,5.73,10573.2
12,0.5,12,0,3,0.15,2.0,1.5,6,66.7,1.339,0.95,10094.67
12,0.5,12,0,3,0.15,2.0,2.0,5,80.0,2.145,1.51,10150.97
12,0.5,12,0,3,0.15,2.5,1.5,6,66.7,1.815,2.29,10228.68
12,0.5,12,0,3,0.15,2.5,2.0,5,80.0,2.907,2.52,10252.14
12,0.5,12,0,3,0.15,3.0,1.5,6,66.7,1.882,2.48,10248.15
12,0.5,12,0,3,0.15,3.0,2.0,5,80.0,3.014,2.67,10266.85
12,0.5,12,0,3,0.2,2.0,1.5,6,66.7,1.339,0.95,10094.67
12,0.5,12,0,3,0.2,2.0,2.0,5,80.0,2.145,1.51,10150.97
12,0.5,12,0,3,0.2,2.5,1.5,6,66.7,1.815,2.29,10228.68
12,0.5,12,0,3,0.2,2.5,2.0,5,80.0,2.907,2.52,10252.14
12,0.5,12,0,3,0.2,3.0,1.5,6,66.7,1.882,2.48,10248.15
12,0.5,12,0,3,0.2,3.0,2.0,5,80.0,3.014,2.67,10266.85
12,0.5,12,0,3,0.3,2.0,1.5,8,75.0,2.121,3.13,10313.35
12,0.5,12,0,3,0.3,2.0,2.0,7,85.7,3.394,3.16,10315.67
12,0.5,12,0,3,0.3,2.5,1.5,8,75.0,2.852,5.19,10519.3
12,0.5,12,0,3,0.3,2.5,2.0,7,85.7,4.557,4.7,10470.23
12,0.5,12,0,3,0.3,3.0,1.5,8,75.0,3.164,6.09,10608.72
12,0.5,12,0,3,0.3,3.0,2.0,7,85.7,5.053,5.37,10537.19
12,0.5,12,0,5,0.15,2.0,1.5,5,80.0,2.652,2.36,10235.56
12,0.5,12,0,5,0.15,2.0,2.0,5,80.0,2.145,1.51,10150.97
12,0.5,12,0,5,0.15,2.5,1.5,5,80.0,3.596,3.71,10371.43
12,0.5,12,0,5,0.15,2.5,2.0,5,80.0,2.907,2.52,10252.14
12,0.5,12,0,5,0.15,3.0,1.5,5,80.0,3.725,3.91,10391.17
12,0.5,12,0,5,0.15,3.0,2.0,5,80.0,3.014,2.67,10266.85
12,0.5,12,0,5,0.2,2.0,1.5,5,80.0,2.652,2.36,10235.56
12,0.5,12,0,5,0.2,2.0,2.0,5,80.0,2.145,1.51,10150.97
12,0.5,12,0,5,0.2,2.5,1.5,5,80.0,3.596,3.71,10371.43
12,0.5,12,0,5,0.2,2.5,2.0,5,80.0,2.907,2.52,10252.14
12,0.5,12,0,5,0.2,3.0,1.5,5,80.0,3.725,3.91,10391.17
12,0.5,12,0,5,0.2,3.0,2.0,5,80.0,3.014,2.67,10266.85
12,0.5,12,0,5,0.3,2.0,1.5,7,85.7,4.207,4.57,10457.29
12,0.5,12,0,5,0.3,2.0,2.0,7,85.7,3.394,3.16,10315.67
12,0.5,12,0,5,0.3,2.5,1.5,7,85.7,5.656,6.66,10666.11
12,0.5,12,0,5,0.3,2.5,2.0,7,85.7,4.557,4.7,10470.23
12,0.5,12,0,5,0.3,3.0,1.5,7,85.7,6.273,7.57,10756.78
12,0.5,12,0,5,0.3,3.0,2.0,7,85.7,5.053,5.37,10537.19
12,0.5,12,1,0,0.15,2.0,1.5,5,80.0,2.628,2.32,10232.03
12,0.5,12,1,0,0.15,2.0,2.0,5,80.0,2.125,1.48,10148.34
12,0.5,12,1,0,0.15,2.5,1.5,5,80.0,3.572,3.68,10367.86
12,0.5,12,1,0,0.15,2.5,2.0,5,80.0,2.888,2.49,10249.49
12,0.5,12,1,0,0.15,3.0,1.5,5,80.0,3.701,3.88,10387.61
12,0.5,12,1,0,0.15,3.0,2.0,5,80.0,2.994,2.64,10264.2
12,0.5,12,1,0,0.2,2.0,1.5,5,80.0,2.628,2.32,10232.03
12,0.5,12,1,0,0.2,2.0,2.0,5,80.0,2.125,1.48,10148.34
12,0.5,12,1,0,0.2,2.5,1.5,5,80.0,3.572,3.68,10367.86
12,0.5,12,1,0,0.2,2.5,2.0,5,80.0,2.888,2.49,10249.49
12,0.5,12,1,0,0.2,3.0,1.5,5,80.0,3.701,3.88,10387.61
12,0.5,12,1,0,0.2,3.0,2.0,5,80.0,2.994,2.64,10264.2
12,0.5,12,1,0,0.3,2.0,1.5,7,85.7,4.183,4.54,10453.68
12,0.5,12,1,0,0.3,2.0,2.0,7,85.7,3.374,3.13,10313.0
12,0.5,12,1,0,0.3,2.5,1.5,7,85.7,5.632,6.62,10662.44
12,0.5,12,1,0,0.3,2.5,2.0,7,85.7,4.537,4.68,10467.52
12,0.5,12,1,0,0.3,3.0,1.5,7,85.7,6.249,7.53,10753.09
12,0.5,12,1,0,0.3,3.0,2.0,7,85.7,5.034,5.34,10534.47
12,0.5,12,1,3,0.15,2.0,1.5,5,80.0,2.628,2.32,10232.03
12,0.5,12,1,3,0.15,2.0,2.0,5,80.0,2.125,1.48,10148.34
12,0.5,12,1,3,0.15,2.5,1.5,5,80.0,3.572,3.68,10367.86
12,0.5,12,1,3,0.15,2.5,2.0,5,80.0,2.888,2.49,10249.49
12,0.5,12,1,3,0.15,3.0,1.5,5,80.0,3.701,3.88,10387.61
12,0.5,12,1,3,0.15,3.0,2.0,5,80.0,2.994,2.64,10264.2
12,0.5,12,1,3,0.2,2.0,1.5,5,80.0,2.628,2.32,10232.03
12,0.5,12,1,3,0.2,2.0,2.0,5,80.0,2.125,1.48,10148.34
12,0.5,12,1,3,0.2,2.5,1.5,5,80.0,3.572,3.68,10367.86
12,0.5,12,1,3,0.2,2.5,2.0,5,80.0,2.888,2.49,10249.49
12,0.5,12,1,3,0.2,3.0,1.5,5,80.0,3.701,3.88,10387.61
12,0.5,12,1,3,0.2,3.0,2.0,5,80.0,2.994,2.64,10264.2
12,0.5,12,1,3,0.3,2.0,1.5,7,85.7,4.183,4.54,10453.68
12,0.5,12,1,3,0.3,2.0,2.0,7,85.7,3.374,3.13,10313.0
12,0.5,12,1,3,0.3,2.5,1.5,7,85.7,5.632,6.62,10662.44
12,0.5,12,1,3,0.3,2.5,2.0,7,85.7,4.537,4.68,10467.52
12,0.5,12,1,3,0.3,3.0,1.5,7,85.7,6.249,7.53,10753.09
12,0.5,12,1,3,0.3,3.0,2.0,7,85.7,5.034,5.34,10534.47
12,0.5,12,1,5,0.15,2.0,1.5,5,80.0,2.628,2.32,10232.03
12,0.5,12,1,5,0.15,2.0,2.0,5,80.0,2.125,1.48,10148.34
12,0.5,12,1,5,0.15,2.5,1.5,5,80.0,3.572,3.68,10367.86
12,0.5,12,1,5,0.15,2.5,2.0,5,80.0,2.888,2.49,10249.49
12,0.5,12,1,5,0.15,3.0,1.5,5,80.0,3.701,3.88,10387.61
12,0.5,12,1,5,0.15,3.0,2.0,5,80.0,2.994,2.64,10264.2
12,0.5,12,1,5,0.2,2.0,1.5,5,80.0,2.628,2.32,10232.03
12,0.5,12,1,5,0.2,2.0,2.0,5,80.0,2.125,1.48,10148.34
12,0.5,12,1,5,0.2,2.5,1.5,5,80.0,3.572,3.68,10367.86
12,0.5,12,1,5,0.2,2.5,2.0,5,80.0,2.888,2.49,10249.49
12,0.5,12,1,5,0.2,3.0,1.5,5,80.0,3.701,3.88,10387.61
12,0.5,12,1,5,0.2,3.0,2.0,5,80.0,2.994,2.64,10264.2
12,0.5,12,1,5,0.3,2.0,1.5,7,85.7,4.183,4.54,10453.68
12,0.5,12,1,5,0.3,2.0,2.0,7,85.7,3.374,3.13,10313.0
12,0.5,12,1,5,0.3,2.5,1.5,7,85.7,5.632,6.62,10662.44
12,0.5,12,1,5,0.3,2.5,2.0,7,85.7,4.537,4.68,10467.52
12,0.5,12,1,5,0.3,3.0,1.5,7,85.7,6.249,7.53,10753.09
12,0.5,12,1,5,0.3,3.0,2.0,7,85.7,5.034,5.34,10534.47
12,0.5,12,2,0,0.15,2.0,1.5,3,100.0,inf,2.91,10291.18
12,0.5,12,2,0,0.15,2.0,2.0,3,100.0,inf,2.18,10217.86
12,0.5,12,2,0,0.15,2.5,1.5,3,100.0,inf,3.93,10393.44
12,0.5,12,2,0,0.15,2.5,2.0,3,100.0,inf,2.94,10294.13
12,0.5,12,2,0,0.15,3.0,1.5,3,100.0,inf,3.73,10372.59
12,0.5,12,2,0,0.15,3.0,2.0,3,100.0,inf,2.79,10278.61
12,0.5,12,2,0,0.2,2.0,1.5,3,100.0,inf,2.91,10291.18
12,0.5,12,2,0,0.2,2.0,2.0,3,100.0,inf,2.18,10217.86
12,0.5,12,2,0,0.2,2.5,1.5,3,100.0,inf,3.93,10393.44
12,0.5,12,2,0,0.2,2.5,2.0,3,100.0,inf,2.94,10294.13
12,0.5,12,2,0,0.2,3.0,1.5,3,100.0,inf,3.73,10372.59
12,0.5,12,2,0,0.2,3.0,2.0,3,100.0,inf,2.79,10278.61
12,0.5,12,2,0,0.3,2.0,1.5,5,100.0,inf,5.14,10514.11
12,0.5,12,2,0,0.3,2.0,2.0,5,100.0,inf,3.84,10383.65
12,0.5,12,2,0,0.3,2.5,1.5,5,100.0,inf,6.89,10688.75
12,0.5,12,2,0,0.3,2.5,2.0,5,100.0,inf,5.13,10513.11
12,0.5,12,2,0,0.3,3.0,1.5,5,100.0,inf,7.38,10737.54
12,0.5,12,2,0,0.3,3.0,2.0,5,100.0,inf,5.49,10549.26
12,0.5,12,2,3,0.15,2.0,1.5,3,100.0,inf,2.91,10291.18
12,0.5,12,2,3,0.15,2.0,2.0,3,100.0,inf,2.18,10217.86
12,0.5,12,2,3,0.15,2.5,1.5,3,100.0,inf,3.93,10393.44
12,0.5,12,2,3,0.15,2.5,2.0,3,100.0,inf,2.94,10294.13
12,0.5,12,2,3,0.15,3.0,1.5,3,100.0,inf,3.73,10372.59
12,0.5,12,2,3,0.15,3.0,2.0,3,100.0,inf,2.79,10278.61
12,0.5,12,2,3,0.2,2.0,1.5,3,100.0,inf,2.91,10291.18
12,0.5,12,2,3,0.2,2.0,2.0,3,100.0,inf,2.18,10217.86
12,0.5,12,2,3,0.2,2.5,1.5,3,100.0,inf,3.93,10393.44
12,0.5,12,2,3,0.2,2.5,2.0,3,100.0,inf,2.94,10294.13
12,0.5,12,2,3,0.2,3.0,1.5,3,100.0,inf,3.73,10372.59
12,0.5,12,2,3,0.2,3.0,2.0,3,100.0,inf,2.79,10278.61
12,0.5,12,2,3,0.3,2.0,1.5,5,100.0,inf,5.14,10514.11
12,0.5,12,2,3,0.3,2.0,2.0,5,100.0,inf,3.84,10383.65
12,0.5,12,2,3,0.3,2.5,1.5,5,100.0,inf,6.89,10688.75
12,0.5,12,2,3,0.3,2.5,2.0,5,100.0,inf,5.13,10513.11
12,0.5,12,2,3,0.3,3.0,1.5,5,100.0,inf,7.38,10737.54
12,0.5,12,2,3,0.3,3.0,2.0,5,100.0,inf,5.49,10549.26
12,0.5,12,2,5,0.15,2.0,1.5,3,100.0,inf,2.91,10291.18
12,0.5,12,2,5,0.15,2.0,2.0,3,100.0,inf,2.18,10217.86
12,0.5,12,2,5,0.15,2.5,1.5,3,100.0,inf,3.93,10393.44
12,0.5,12,2,5,0.15,2.5,2.0,3,100.0,inf,2.94,10294.13
12,0.5,12,2,5,0.15,3.0,1.5,3,100.0,inf,3.73,10372.59
12,0.5,12,2,5,0.15,3.0,2.0,3,100.0,inf,2.79,10278.61
12,0.5,12,2,5,0.2,2.0,1.5,3,100.0,inf,2.91,10291.18
12,0.5,12,2,5,0.2,2.0,2.0,3,100.0,inf,2.18,10217.86
12,0.5,12,2,5,0.2,2.5,1.5,3,100.0,inf,3.93,10393.44
12,0.5,12,2,5,0.2,2.5,2.0,3,100.0,inf,2.94,10294.13
12,0.5,12,2,5,0.2,3.0,1.5,3,100.0,inf,3.73,10372.59
12,0.5,12,2,5,0.2,3.0,2.0,3,100.0,inf,2.79,10278.61
12,0.5,12,2,5,0.3,2.0,1.5,5,100.0,inf,5.14,10514.11
12,0.5,12,2,5,0.3,2.0,2.0,5,100.0,inf,3.84,10383.65
12,0.5,12,2,5,0.3,2.5,1.5,5,100.0,inf,6.89,10688.75
12,0.5,12,2,5,0.3,2.5,2.0,5,100.0,inf,5.13,10513.11
12,0.5,12,2,5,0.3,3.0,1.5,5,100.0,inf,7.38,10737.54
12,0.5,12,2,5,0.3,3.0,2.0,5,100.0,inf,5.49,10549.26
12,0.5,13,0,0,0.15,2.0,1.5,10,60.0,0.989,-0.06,9993.75
12,0.5,13,0,0,0.15,2.0,2.0,8,75.0,1.605,1.61,10160.82
12,0.5,13,0,0,0.15,2.5,1.5,10,60.0,1.341,1.93,10193.4
12,0.5,13,0,0,0.15,2.5,2.0,8,75.0,2.173,3.13,10313.1
12,0.5,13,0,0,0.15,3.0,1.5,10,60.0,1.378,2.16,10215.62
12,0.5,13,0,0,0.15,3.0,2.0,8,75.0,2.232,3.3,10330.04
12,0.5,13,0,0,0.2,2.0,1.5,10,60.0,0.989,-0.06,9993.75
12,0.5,13,0,0,0.2,2.0,2.0,8,75.0,1.605,1.61,10160.82
12,0.5,13,0,0,0.2,2.5,1.5,10,60.0,1.341,1.93,10193.4
12,0.5,13,0,0,0.2,2.5,2.0,8,75.0,2.173,3.13,10313.1
12,0.5,13,0,0,0.2,3.0,1.5,10,60.0,1.378,2.16,10215.62
12,0.5,13,0,0,0.2,3.0,2.0,8,75.0,2.232,3.3,10330.04
12,0.5,13,0,0,0.3,2.0,1.5,13,61.5,1.142,0.96,10096.03
12,0.5,13,0,0,0.3,2.0,2.0,11,72.7,1.567,2.13,10213.24
12,0.5,13,0,0,0.3,2.5,1.5,13,61.5,1.535,3.66,10365.76
12,0.5,13,0,0,0.3,2.5,2.0,11,72.7,2.101,4.18,10417.79
12,0.5,13,0,0,0.3,3.0,1.5,13,61.5,1.663,4.57,10456.76
12,0.5,13,0,0,0.3,3.0,2.0,11,72.7,2.275,4.87,10486.6
12,0.5,13,0,3,0.15,2.0,1.5,9,66.7,1.325,1.37,10137.45
12,0.5,13,0,3,0.15,2.0,2.0,8,75.0,1.594,1.58,10157.85
12,0.5,13,0,3,0.15,2.5,1.5,9,66.7,1.799,3.4,10339.97
12,0.5,13,0,3,0.15,2.5,2.0,8,75.0,2.162,3.1,10310.09
12,0.5,13,0,3,0.15,3.0,1.5,9,66.7,1.742,3.17,10317.12
12,0.5,13,0,3,0.15,3.0,2.0,8,75.0,2.094,2.93,10292.97
12,0.5,13,0,3,0.2,2.0,1.5,9,66.7,1.325,1.37,10137.45
12,0.5,13,0,3,0.2,2.0,2.0,8,75.0,1.594,1.58,10157.85
12,0.5,13,0,3,0.2,2.5,1.5,9,66.7,1.799,3.4,10339.97
12,0.5,13,0,3,0.2,2.5,2.0,8,75.0,2.162,3.1,10310.09
12,0.5,13,0,3,0.2,3.0,1.5,9,66.7,1.742,3.17,10317.12
12,0.5,13,0,3,0.2,3.0,2.0,8,75.0,2.094,2.93,10292.97
12,0.5,13,0,3,0.3,2.0,1.5,12,66.7,1.449,2.41,10241.21
12,0.5,13,0,3,0.3,2.0,2.0,11,72.7,1.559,2.1,10210.25
12,0.5,13,0,3,0.3,2.5,1.5,12,66.7,1.951,5.15,10514.81
12,0.5,13,0,3,0.3,2.5,2.0,11,72.7,2.093,4.15,10414.75
12,0.5,13,0,3,0.3,3.0,1.5,12,66.7,2.03,5.61,10560.65
12,0.5,13,0,3,0.3,3.0,2.0,11,72.7,2.178,4.49,10448.96
12,0.5,13,0,5,0.15,2.0,1.5,8,75.0,1.968,2.79,10278.93
12,0.5,13,0,5,0.15,2.0,2.0,8,75.0,1.594,1.58,10157.85
12,0.5,13,0,5,0.15,2.5,1.5,8,75.0,2.669,4.84,10484.28
12,0.5,13,0,5,0.15,2.5,2.0,8,75.0,2.162,3.1,10310.09
12,0.5,13,0,5,0.15,3.0,1.5,8,75.0,2.582,4.61,10461.11
12,0.5,13,0,5,0.15,3.0,2.0,8,75.0,2.094,2.93,10292.97
12,0.5,13,0,5,0.2,2.0,1.5,8,75.0,1.968,2.79,10278.93
12,0.5,13,0,5,0.2,2.0,2.0,8,75.0,1.594,1.58,10157.85
12,0.5,13,0,5,0.2,2.5,1.5,8,75.0,2.669,4.84,10484.28
12,0.5,13,0,5,0.2,2.5,2.0,8,75.0,2.162,3.1,10310.09
12,0.5,13,0,5,0.2,3.0,1.5,8,75.0,2.582,4.61,10461.11
12,0.5,13,0,5,0.2,3.0,2.0,8,75.0,2.094,2.93,10292.97
12,0.5,13,0,5,0.3,2.0,1.5,11,72.7,1.952,3.84,10384.14
12,0.5,13,0,5,0.3,2.0,2.0,11,72.7,1.559,2.1,10210.25
12,0.5,13,0,5,0.3,2.5,1.5,11,72.7,2.623,6.62,10661.56
12,0.5,13,0,5,0.3,2.5,2.0,11,72.7,2.093,4.15,10414.75
12,0.5,13,0,5,0.3,3.0,1.5,11,72.7,2.726,7.08,10708.04
12,0.5,13,0,5,0.3,3.0,2.0,11,72.7,2.178,4.49,10448.96
12,0.5,13,1,0,0.15,2.0,1.5,6,66.7,1.341,0.95,10094.84
12,0.5,13,1,0,0.15,2.0,2.0,6,83.3,2.698,2.24,10223.89
12,0.5,13,1,0,0.15,2.5,1.5,6,66.7,1.817,2.29,10228.86
12,0.5,13,1,0,0.15,2.5,2.0,6,83.3,3.659,3.51,10351.42
12,0.5,13,1,0,0.15,3.0,1.5,6,66.7,1.883,2.48,10248.34
12,0.5,13,1,0,0.15,3.0,2.0,6,83.3,3.958,3.92,10391.93
12,0.5,13,1,0,0.2,2.0,1.5,6,66.7,1.341,0.95,10094.84
12,0.5,13,1,0,0.2,2.0,2.0,6,83.3,2.698,2.24,10223.89
12,0.5,13,1,0,0.2,2.5,1.5,6,66.7,1.817,2.29,10228.86
12,0.5,13,1,0,0.2,2.5,2.0,6,83.3,3.659,3.51,10351.42
12,0.5,13,1,0,0.2,3.0,1.5,6,66.7,1.883,2.48,10248.34
12,0.5,13,1,0,0.2,3.0,2.0,6,83.3,3.958,3.92,10391.93
12,0.5,13,1,0,0.3,2.0,1.5,9,66.7,1.501,1.98,10198.16
12,0.5,13,1,0,0.3,2.0,2.0,9,77.8,2.137,2.77,10276.64
12,0.5,13,1,0,0.3,2.5,1.5,9,66.7,2.004,4.02,10401.82
12,0.5,13,1,0,0.3,2.5,2.0,9,77.8,2.863,4.56,10456.5
12,0.5,13,1,0,0.3,3.0,1.5,9,66.7,2.215,4.9,10490.25
12,0.5,13,1,0,0.3,3.0,2.0,9,77.8,3.23,5.49,10549.42
12,0.5,13,1,3,0.15,2.0,1.5,6,66.7,1.341,0.95,10094.84
12,0.5,13,1,3,0.15,2.0,2.0,6,83.3,2.698,2.24,10223.89
12,0.5,13,1,3,0.15,2.5,1.5,6,66.7,1.817,2.29,10228.86
12,0.5,13,1,3,0.15,2.5,2.0,6,83.3,3.659,3.51,10351.42
12,0.5,13,1,3,0.15,3.0,1.5,6,66.7,1.883,2.48,10248.34
12,0.5,13,1,3,0.15,3.0,2.0,6,83.3,3.958,3.92,10391.93
12,0.5,13,1,3,0.2,2.0,1.5,6,66.7,1.341,0.95,10094.84
12,0.5,13,1,3,0.2,2.0,2.0,6,83.3,2.698,2.24,10223.89
12,0.5,13,1,3,0.2,2.5,1.5,6,66.7,1.817,2.29,10228.86
12,0.5,13,1,3,0.2,2.5,2.0,6,83.3,3.659,3.51,10351.42
12,0.5,13,1,3,0.2,3.0,1.5,6,66.7,1.883,2.48,10248.34
12,0.5,13,1,3,0.2,3.0,2.0,6,83.3,3.958,3.92,10391.93
12,0.5,13,1,3,0.3,2.0,1.5,9,66.7,1.501,1.98,10198.16
12,0.5,13,1,3,0.3,2.0,2.0,9,77.8,2.137,2.77,10276.64
12,0.5,13,1,3,0.3,2.5,1.5,9,66.7,2.004,4.02,10401.82
12,0.5,13,1,3,0.3,2.5,2.0,9,77.8,2.863,4.56,10456.5
12,0.5,13,1,3,0.3,3.0,1.5,9,66.7,2.215,4.9,10490.25
12,0.5,13,1,3,0.3,3.0,2.0,9,77.8,3.23,5.49,10549.42
12,0.5,13,1,5,0.15,2.0,1.5,6,66.7,1.341,0.95,10094.84
12,0.5,13,1,5,0.15,2.0,2.0,6,83.3,2.698,2.24,10223.89
12,0.5,13,1,5,0.15,2.5,1.5,6,66.7,1.817,2.29,10228.86
12,0.5,13,1,5,0.15,2.5,2.0,6,83.3,3.659,3.51,10351.42
12,0.5,13,1,5,0.15,3.0,1.5,6,66.7,1.883,2.48,10248.34
12,0.5,13,1,5,0.15,3.0,2.0,6,83.3,3.958,3.92,10391.93
12,0.5,13,1,5,0.2,2.0,1.5,6,66.7,1.341,0.95,10094.84
12,0.5,13,1,5,0.2,2.0,2.0,6,83.3,2.698,2.24,10223.89
12,0.5,13,1,5,0.2,2.5,1.5,6,66.7,1.817,2.29,10228.86
12,0.5,13,1,5,0.2,2.5,2.0,6,83.3,3.659,3.51,10351.42
12,0.5,13,1,5,0.2,3.0,1.5,6,66.7,1.883,2.48,10248.34
12,0.5,13,1,5,0.2,3.0,2.0,6,83.3,3.958,3.92,10391.93
12,0.5,13,1,5,0.3,2.0,1.5,9,66.7,1.501,1.98,10198.16
12,0.5,13,1,5,0.3,2.0,2.0,9,77.8,2.137,2.77,10276.64
12,0.5,13,1,5,0.3,2.5,1.5,9,66.7,2.004,4.02,10401.82
12,0.5,13,1,5,0.3,2.5,2.0,9,77.8,2.863,4.56,10456.5
12,0.5,13,1,5,0.3,3.0,1.5,9,66.7,2.215,4.9,10490.25
12,0.5,13,1,5,0.3,3.0,2.0,9,77.8,3.23,5.49,10549.42
12,0.5,13,2,0,0.15,2.0,1.5,4,75.0,2.122,1.53,10153.2
12,0.5,13,2,0,0.15,2.0,2.0,4,100.0,inf,2.94,10293.93
12,0.5,13,2,0,0.15,2.5,1.5,4,75.0,2.849,2.54,10254.1
12,0.5,13,2,0,0.15,2.5,2.0,4,100.0,inf,3.97,10396.51
12,0.5,13,2,0,0.15,3.0,1.5,4,75.0,2.696,2.34,10233.52
12,0.5,13,2,0,0.15,3.0,2.0,4,100.0,inf,4.07,10406.52
12,0.5,13,2,0,0.2,2.0,1.5,4,75.0,2.122,1.53,10153.2
12,0.5,13,2,0,0.2,2.0,2.0,4,100.0,inf,2.94,10293.93
12,0.5,13,2,0,0.2,2.5,1.5,4,75.0,2.849,2.54,10254.1
12,0.5,13,2,0,0.2,2.5,2.0,4,100.0,inf,3.97,10396.51
12,0.5,13,2,0,0.2,3.0,1.5,4,75.0,2.696,2.34,10233.52
12,0.5,13,2,0,0.2,3.0,2.0,4,100.0,inf,4.07,10406.52
12,0.5,13,2,0,0.3,2.0,1.5,7,71.4,2.011,2.57,10257.12
12,0.5,13,2,0,0.3,2.0,2.0,7,85.7,4.094,3.47,10347.04
12,0.5,13,2,0,0.3,2.5,1.5,7,71.4,2.659,4.27,10427.48
12,0.5,13,2,0,0.3,2.5,2.0,7,85.7,5.431,5.02,10502.04
12,0.5,13,2,0,0.3,3.0,1.5,7,71.4,2.829,4.75,10475.08
12,0.5,13,2,0,0.3,3.0,2.0,7,85.7,5.95,5.64,10564.23
12,0.5,13,2,3,0.15,2.0,1.5,4,75.0,2.122,1.53,10153.2
12,0.5,13,2,3,0.15,2.0,2.0,4,100.0,inf,2.94,10293.93
12,0.5,13,2,3,0.15,2.5,1.5,4,75.0,2.849,2.54,10254.1
12,0.5,13,2,3,0.15,2.5,2.0,4,100.0,inf,3.97,10396.51
12,0.5,13,2,3,0.15,3.0,1.5,4,75.0,2.696,2.34,10233.52
12,0.5,13,2,3,0.15,3.0,2.0,4,100.0,inf,4.07,10406.52
12,0.5,13,2,3,0.2,2.0,1.5,4,75.0,2.122,1.53,10153.2
12,0.5,13,2,3,0.2,2.0,2.0,4,100.0,inf,2.94,10293.93
12,0.5,13,2,3,0.2,2.5,1.5,4,75.0,2.849,2.54,10254.1
12,0.5,13,2,3,0.2,2.5,2.0,4,100.0,inf,3.97,10396.51
12,0.5,13,2,3,0.2,3.0,1.5,4,75.0,2.696,2.34,10233.52
12,0.5,13,2,3,0.2,3.0,2.0,4,100.0,inf,4.07,10406.52
12,0.5,13,2,3,0.3,2.0,1.5,7,71.4,2.011,2.57,10257.12
12,0.5,13,2,3,0.3,2.0,2.0,7,85.7,4.094,3.47,10347.04
12,0.5,13,2,3,0.3,2.5,1.5,7,71.4,2.659,4.27,10427.48
12,0.5,13,2,3,0.3,2.5,2.0,7,85.7,5.431,5.02,10502.04
12,0.5,13,2,3,0.3,3.0,1.5,7,71.4,2.829,4.75,10475.08
12,0.5,13,2,3,0.3,3.0,2.0,7,85.7,5.95,5.64,10564.23
12,0.5,13,2,5,0.15,2.0,1.5,4,75.0,2.122,1.53,10153.2
12,0.5,13,2,5,0.15,2.0,2.0,4,100.0,inf,2.94,10293.93
12,0.5,13,2,5,0.15,2.5,1.5,4,75.0,2.849,2.54,10254.1
12,0.5,13,2,5,0.15,2.5,2.0,4,100.0,inf,3.97,10396.51
12,0.5,13,2,5,0.15,3.0,1.5,4,75.0,2.696,2.34,10233.52
12,0.5,13,2,5,0.15,3.0,2.0,4,100.0,inf,4.07,10406.52
12,0.5,13,2,5,0.2,2.0,1.5,4,75.0,2.122,1.53,10153.2
12,0.5,13,2,5,0.2,2.0,2.0,4,100.0,inf,2.94,10293.93
12,0.5,13,2,5,0.2,2.5,1.5,4,75.0,2.849,2.54,10254.1
12,0.5,13,2,5,0.2,2.5,2.0,4,100.0,inf,3.97,10396.51
12,0.5,13,2,5,0.2,3.0,1.5,4,75.0,2.696,2.34,10233.52
12,0.5,13,2,5,0.2,3.0,2.0,4,100.0,inf,4.07,10406.52
12,0.5,13,2,5,0.3,2.0,1.5,7,71.4,2.011,2.57,10257.12
12,0.5,13,2,5,0.3,2.0,2.0,7,85.7,4.094,3.47,10347.04
12,0.5,13,2,5,0.3,2.5,1.5,7,71.4,2.659,4.27,10427.48
12,0.5,13,2,5,0.3,2.5,2.0,7,85.7,5.431,5.02,10502.04
12,0.5,13,2,5,0.3,3.0,1.5,7,71.4,2.829,4.75,10475.08
12,0.5,13,2,5,0.3,3.0,2.0,7,85.7,5.95,5.64,10564.23
12,0.5,14,0,0,0.15,2.0,1.5,11,63.6,1.18,1.02,10101.53
